clade_name,ASAL001,ASAL002,ASAL003,ASAL004,ASAL006,ASAL009,ASAL010,ASAL011,ASAL015,ASAL016,ASAL017,ASAL018,ASAL019,ASAL020,ASAL001_1_6,ASAL002_1_6,ASAL003_1_6,ASAL004_1_6,ASAL006_1_6,ASAL009_1_6,ASAL010_1_6,ASAL011_1_6,ASAL015_1_6,ASAL016_1_6,ASAL017_1_6,ASAL018_1_6,ASAL019_1_6,ASAL020_1_6,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G1,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G2,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G3,G4,G5,G6,G7,G8,G9,G10_1_6,G11_1_6,G12_1_6,G13_1_6,G14_1_6,G15_1_6,G16_1_6,G17_1_6,G18_1_6,G19_1_6,G1_1_6,G20_1_6,G21_1_6,G22_1_6,G23_1_6,G24_1_6,G25_1_6,G26_1_6,G27_1_6,G28_1_6,G29_1_6,G2_1_6,G30_1_6,G31_1_6,G32_1_6,G33_1_6,G34_1_6,G35_1_6,G36_1_6,G37_1_6,G38_1_6,G39_1_6,G3_1_6,G4_1_6,G5_1_6,G6_1_6,G7_1_6,G8_1_6,G9_1_6
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas sp902470455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas sp902470455|t__GCA_902470455.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0.0073,0,0,0,0,0.0159,0,0,0,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_A|s__Peptoniphilus_A lacrimalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0.0073,0,0,0,0,0.0159,0,0,0,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_A|s__Peptoniphilus_A lacrimalis|t__GCF_000378725.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0.0073,0,0,0,0,0.0159,0,0,0,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_A|s__Peptoniphilus_A lacydonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_A|s__Peptoniphilus_A lacydonensis|t__GCF_900106515.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_B|s__Peptoniphilus_B koenoeneniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus_B|s__Peptoniphilus_B koenoeneniae|t__GCF_030812875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__W5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0.0439,0,0,0.0239,0,0,0,0.0284,0,0.0121,0,0,0,0,0,0.1014,0,0.0146,0,0,0,0,0.0404,0,0,0,0,0.0104,0.0472,0.1243,0,0.1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1555,0,0,0,0,0,0,0,0,0,0,0,0,0.1744,0.2388
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__W5053|s__W5053 sp000467935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0.0439,0,0,0.0239,0,0,0,0.0284,0,0.0121,0,0,0,0,0,0.1014,0,0.0146,0,0,0,0,0.0404,0,0,0,0,0.0104,0.0472,0.1243,0,0.1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1555,0,0,0,0,0,0,0,0,0,0,0,0,0.1744,0.2388
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__W5053|s__W5053 sp000467935|t__GCA_000467935.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0.0439,0,0,0.0239,0,0,0,0.0284,0,0.0121,0,0,0,0,0,0.1014,0,0.0146,0,0,0,0,0.0404,0,0,0,0,0.0104,0.0472,0.1243,0,0.1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1555,0,0,0,0,0,0,0,0,0,0,0,0,0.1744,0.2388
d__Bacteria|p__Bacillota_B,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_B|c__Peptococcia,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_B|c__Peptococcia|o__Peptococcales,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__CALIQN01,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__CALIQN01|s__CALIQN01 sp938044045,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__CALIQN01|s__CALIQN01 sp938044045|t__GCA_938044045.1,0,0,0.0447,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0205,0,0,0,0.0153,0.0118,0,0.0125,0.0132,0,0,0.0021,0,0,0.0836,0.0782,0,0,0.0156,0.0049,0,0,0.051,0,0,0.0563,0,0,0.004,0.0236,0,0,0.0212,0,0.0521,0.0301,0.0289,0,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C,36.5159,10.807,14.596700000000002,6.9068000000000005,7.5906,9.2973,5.5242000000000004,6.6443,10.184800000000005,8.195,13.0333,10.164900000000005,9.3879,8.099499999999999,37.7243,11.4958,15.136,7.0104,7.1058,9.1194,5.3208,5.6736,8.992000000000003,9.5699,8.5886,7.9275,8.152099999999999,6.4174000000000015,9.661999999999995,7.135300000000003,3.5525,4.1107,3.9938,8.065200000000003,6.587000000000001,8.223500000000001,10.5133,10.030700000000005,5.623000000000002,2.9023,13.8142,5.4525000000000015,6.913499999999999,4.795499999999999,5.958800000000001,4.363300000000001,1.3114,13.010999999999996,1.0105,3.712399999999999,9.361500000000005,3.7904999999999993,3.3194,6.9086,2.6781,1.6786,4.028700000000001,3.1852,4.2585,6.013900000000001,18.3367,6.9656,6.7852999999999994,9.7626,6.872400000000001,3.8807,1.7133999999999996,9.7517,9.3598,3.2678000000000003,3.968,4.209400000000001,7.1786,7.230400000000001,8.3332,9.8637,10.6679,5.7073,2.061,13.9141,6.223600000000001,7.302099999999999,5.307500000000002,5.775200000000001,4.8217,1.6327999999999998,13.367300000000002,0.6463,4.0281,9.8393,3.7613,3.2156,7.7158,2.4219,1.0433,4.2411,3.1934,3.9688,5.517300000000001,13.684900000000004,7.690800000000001,6.5175,10.3547,6.3727,4.8599,1.4605
d__Bacteria|p__Bacillota_C|c__Negativicutes,36.5159,10.807,14.596700000000002,6.9068000000000005,7.5906,9.2973,5.5242000000000004,6.6443,10.184800000000005,8.195,13.0333,10.164900000000005,9.3879,8.099499999999999,37.7243,11.4958,15.136,7.0104,7.1058,9.1194,5.3208,5.6736,8.992000000000003,9.5699,8.5886,7.9275,8.152099999999999,6.4174000000000015,9.661999999999995,7.135300000000003,3.5525,4.1107,3.9938,8.065200000000003,6.587000000000001,8.223500000000001,10.5133,10.030700000000005,5.623000000000002,2.9023,13.8142,5.4525000000000015,6.913499999999999,4.795499999999999,5.958800000000001,4.363300000000001,1.3114,13.010999999999996,1.0105,3.712399999999999,9.361500000000005,3.7904999999999993,3.3194,6.9086,2.6781,1.6786,4.028700000000001,3.1852,4.2585,6.013900000000001,18.3367,6.9656,6.7852999999999994,9.7626,6.872400000000001,3.8807,1.7133999999999996,9.7517,9.3598,3.2678000000000003,3.968,4.209400000000001,7.1786,7.230400000000001,8.3332,9.8637,10.6679,5.7073,2.061,13.9141,6.223600000000001,7.302099999999999,5.307500000000002,5.775200000000001,4.8217,1.6327999999999998,13.367300000000002,0.6463,4.0281,9.8393,3.7613,3.2156,7.7158,2.4219,1.0433,4.2411,3.1934,3.9688,5.517300000000001,13.684900000000004,7.690800000000001,6.5175,10.3547,6.3727,4.8599,1.4605
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus intestini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus intestini|t__GCF_000425045.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales,0.3577,2.3845,1.8818,0.3956,0.2113,1.2484,0.7813,0,0.3662999999999999,1.5739,0.7373,0.1399,1.2857,0.4054999999999999,0.3845,3.3122,1.5851000000000002,0.4139,0.2598,1.2881,0.8723000000000001,0,0,1.6438,0.6125,0,1.4324,0.2106,2.2567,3.7681,1.5036999999999998,0.4269,1.4769000000000003,1.2231999999999998,0.5015,3.5785,2.4203,1.7697999999999998,0.3971,0.2023,1.9747,1.9829,2.5051,1.5550000000000002,0.6932999999999999,1.457,0.4085000000000001,3.2949,0.1928,0.8403999999999999,0.5375,0.5647,0.8876999999999999,0.6281,0.8572000000000001,0.6768,0.6680000000000001,0.1476999999999999,0.3969999999999999,2.483,1.721,2.3576,3.0215000000000005,2.991,0.4113,1.3896,0.6459,2.8113,5.130799999999999,1.2919,0.2577,1.4529,1.3929,0.4309,3.2705,2.4405,2.1995,0.2719,0.1013999999999999,2.2374,2.3028000000000004,2.7054,1.5754,0.7846,1.5488,0.1198,5.578699999999999,0,1.0035,0.4095,0.5747,0.6565,0.7017,0.7707999999999999,0.357,0.5571,0.1358,0.4475,1.7682,1.8918000000000004,2.2652,2.8156000000000003,3.228,0.311,1.753,0.4359
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae,0.3577,2.3845,1.8818,0.3956,0.2113,1.2484,0.7813,0,0.3662999999999999,1.5739,0.7373,0.1399,1.2857,0.4054999999999999,0.3845,3.3122,1.5851000000000002,0.4139,0.2598,1.2881,0.8723000000000001,0,0,1.6438,0.6125,0,1.4324,0.2106,2.2567,3.7681,1.5036999999999998,0.4269,1.4769000000000003,1.2231999999999998,0.5015,3.5785,2.4203,1.7697999999999998,0.3971,0.2023,1.9747,1.9829,2.5051,1.5550000000000002,0.6932999999999999,1.457,0.4085000000000001,3.2949,0.1928,0.8403999999999999,0.5375,0.5647,0.8876999999999999,0.6281,0.8572000000000001,0.6768,0.6680000000000001,0.1476999999999999,0.3969999999999999,2.483,1.721,2.3576,3.0215000000000005,2.991,0.4113,1.3896,0.6459,2.8113,5.130799999999999,1.2919,0.2577,1.4529,1.3929,0.4309,3.2705,2.4405,2.1995,0.2719,0.1013999999999999,2.2374,2.3028000000000004,2.7054,1.5754,0.7846,1.5488,0.1198,5.578699999999999,0,1.0035,0.4095,0.5747,0.6565,0.7017,0.7707999999999999,0.357,0.5571,0.1358,0.4475,1.7682,1.8918000000000004,2.2652,2.8156000000000003,3.228,0.311,1.753,0.4359
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__AWVT01,0,0.2228,0.2938,0,0,0.878,0,0,0,0,0,0,0,0,0,0.2338,0.3768,0,0,1.017,0,0,0,0,0,0,0,0,0.0738,0.0289,0.0031,0,0,0.049,0,0.0471,0.1185,0.0523,0,0,0.1184,0.2228,0.2632,0,0.0106,0.0649,0.0135,0.1371,0,0.004,0,0,0,0.0039,0,0,0.031,0,0,0.0239,0.2196,0.0142,0,0,0,0.0452,0,0.0829,0,0,0,0,0,0,0.0942,0.1522,0,0,0,0.1023,0.2435,0.2372,0,0,0.0442,0,0.1834,0,0,0,0,0,0,0,0,0.066,0,0,0,0.1826,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__AWVT01|s__AWVT01 sp000469545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598,0.0069,0.0031,0,0,0,0,0.0471,0.1185,0.013,0,0,0.1184,0.0446,0.0379,0,0.0106,0.0439,0.0135,0.0063,0,0.004,0,0,0,0.0039,0,0,0.031,0,0,0,0.0063,0,0,0,0,0.0273,0,0.0829,0,0,0,0,0,0,0.0942,0.1522,0,0,0,0.1023,0.0531,0.0716,0,0,0.0442,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__AWVT01|s__AWVT01 sp000469545|t__GCF_000469545.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598,0.0069,0.0031,0,0,0,0,0.0471,0.1185,0.013,0,0,0.1184,0.0446,0.0379,0,0.0106,0.0439,0.0135,0.0063,0,0.004,0,0,0,0.0039,0,0,0.031,0,0,0,0.0063,0,0,0,0,0.0273,0,0.0829,0,0,0,0,0,0,0.0942,0.1522,0,0,0,0.1023,0.0531,0.0716,0,0,0.0442,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__AWVT01|s__AWVT01 sp916439735,0,0.2228,0.2938,0,0,0.878,0,0,0,0,0,0,0,0,0,0.2338,0.3768,0,0,1.017,0,0,0,0,0,0,0,0,0.014,0.022,0,0,0,0.049,0,0,0,0.0393,0,0,0,0.1782,0.2253,0,0,0.021,0,0.1308,0,0,0,0,0,0,0,0,0,0,0,0.0239,0.2133,0.0142,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1904,0.1656,0,0,0,0,0.1834,0,0,0,0,0,0,0,0,0,0,0,0,0.1826,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__AWVT01|s__AWVT01 sp916439735|t__GCA_916439735.1,0,0.2228,0.2938,0,0,0.878,0,0,0,0,0,0,0,0,0,0.2338,0.3768,0,0,1.017,0,0,0,0,0,0,0,0,0.014,0.022,0,0,0,0.049,0,0,0,0.0393,0,0,0,0.1782,0.2253,0,0,0.021,0,0.1308,0,0,0,0,0,0,0,0,0,0,0,0.0239,0.2133,0.0142,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1904,0.1656,0,0,0,0,0.1834,0,0,0,0,0,0,0,0,0,0,0,0,0.1826,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__CAJPQU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499,0.2001,0.0026,0.0184,0.0689,0.0018,0.016,0.0195,0.1588999999999999,0.1147,0.0395,0.0056,0.1974,0.1016,0.1266,0.1505,0.0351,0.0702,0.0218,0.0967,0.0129,0.061,0.0075,0.0319,0.1001,0.0321,0.0499,0.1517,0.0545,0.0038,0,0.0834999999999999,0.0212,0.0272999999999999,0.0141,0.033,0.0099,0.0603,0.0437,0,0.199,0,0,0.0398,0,0,0,0.1442999999999999,0.1743,0,0,0.2706,0.0527,0.1169999999999999,0.2463,0,0,0,0.1372,0,0.0524,0,0.0442,0.086,0,0,0.0317,0,0,0,0.0871,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__CAJPQU01|s__CAJPQU01 sp905372875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299,0.1539,0.0026,0.011,0.0689,0.0018,0.016,0.0098,0.0615,0.0821,0.0162,0.0033,0.0499,0.0811,0.0733,0.0531,0.0267,0.0461,0.0109,0.0642,0.0129,0.0248,0.0075,0.0319,0.0595,0.025,0.023,0.0773,0.0308,0.0038,0,0.0356,0.0057,0.0169,0.008,0.0167,0.0028,0.0268,0.0183,0,0.1158,0,0,0.0398,0,0,0,0.043,0.0731,0,0,0.0909,0.0527,0.0768,0.054,0,0,0,0.063,0,0,0,0.0442,0.086,0,0,0.0317,0,0,0,0,0,0,0,0,0,0,0
